ETBL_ID;ETBL_NOM_FR;ETBL_NOM_EN;ETBL_DESC_FR;ETBL_DESC_EN;ETBL_RESERVABLE
852580;CAMP OUAREAU;CAMP OUAREAU;"<span lang=""FR-CA"">Camp de vacances offrant aux filles âgées de 6 à 16 ans l¿occasion de développer leurs compétences linguistiques grâce à un échange culturel. La moitié du groupe est francophone et l¿autre moitié est anglophone. Ainsi, les campeuses vivent dans des groupes mixtes pour développer des amitiés avec des filles des deux langues.</span>";Summer camp offering girls aged 6 to 16 the opportunity to develop their language skills through a cultural exchange. One half of the campers are Francophones, the other half are Anglophones. The campers live in mixed groups to develop friendships with girls from both backgrounds.;0
852746;CAMP NOMININGUE;CAMP NOMININGUE;Ce camp pour garçons du monde entier mise sur le développement de l'amitié, de la confiance en soi, l'indépendence et du sens de l'accomplissement. Il leur permet de vivre des aventures plein air palpitantes, de développer des compétences et de découvrir la magnifique nature canadienne. Une expérience inoubliable!;Camp Nominingue provides boys from around the world with a chance to cultivate friendships, develop self-confidence, independence and a sense of achievement. Campers enjoy exciting adventures outdoors, develop outdoor skills and discover the beautiful Canadian wilderness. An unforgettable experience!;0
852815;CAMP NOTRE-DAME DES PETITS;CAMP NOTRE-DAME DES PETITS;;;0
853003;RÉSERVE FAUNIQUE DE PAPINEAU-LABELLE;RÉSERVE FAUNIQUE DE PAPINEAU-LABELLE;La réserve faunique de Papineau-Labelle est un milieu propice à l'observation de la faune et offre des sites très attrayants pour la pratique d'activités de plein air dont la chasse et la pêche sportives. La végétation riche et diversifiée crée des conditions très favorables à la faune. On y retrouve en effet d'importantes populations de cerfs de Virginie, d'orignaux et de castors. Les nombreux plans d'eau de la réserve sont, quant à eux, principalement habités par la truite mouchetée et le touladi (truite grise). Une visite au pays de Louis-Joseph Papineau vous introduira dans un monde de tranquillité et d'émerveillement où le mot nature prend toute sa signification.;"Réserve faunique de Papineau-Labelle is a great place to observe wildlife and offers attractive sites for the practice of outdoor activities, including sports hunting and fishing. The rich and diversified vegetation creates conditions that are very favourable for wildlife. Indeed, the reserve is home to large white-tailed deer, moose, and beaver populations. As for the many bodies of water, they are mainly inhabited by speckled trout and lake trout (salmon trout). A visit to the land of Louis-Joseph Papineau will reveal a world of tranquility and wonder, where the word &QUOT;nature&QUOT; takes on its true meaning.";0
853244;LA CONCIERGERIE GUEST HOUSE;LA CONCIERGERIE GUEST HOUSE;;;0
853301;HÔTEL DORION;HÔTEL DORION;;;0
853344;CENTRE DE PLEIN AIR L'ESTACADE;CENTRE DE PLEIN AIR L'ESTACADE;Une équipe chaleureuse vous attend dans des pavillons modernes situés sur la rive ouest de la rivière Richelieu, à deux pas du lac Champlain. Programmes adaptés à vos attentes et donnant accès à une très grande variété d'activités en toute saison. Bienvenue aux groupes qui souhaitent vivre une expérience enrichissante!;A friendly team awaits in modern buildings on the west bank of the Rivière Richelieu, close to Lake Champlain. Programs tailored to your needs, with a wide range of activities available all year long. Groups seeking a memorable experience are welcome!;0
853420;CAMP MUSICAL PÈRE LINDSAY;CAMP MUSICAL PÈRE LINDSAY;Camp de vacances à vocation musicale, situé sur un site enchanteur avec lac et sentiers en forêt, pour les jeunes de 8 à 16 ans. Possibilité de recevoir jusqu¿à 140 jeunes pour un séjour de deux semaines durant la saison estivale.;This musical vacation camp for children aged 7 to 16 is set on an enchanting site featuring a lake and forest trails. Can accommodate up to 140 children for a two-week stay during the summer.;0
853465;CENTRE D'ÉQUITATION SANS SOUCI;CENTRE D'ÉQUITATION SANS SOUCI;Centre d'équitation entièrement bilingue situé près de Sainte-Clotilde, à 30 kilomètres de Montréal. Paradis de nature pittoresque de 350 acres, idéal pour l'équitation. Camp estival offert aux jeunes. Week-ends d'équitation en résidence organisés au printemps et à l'automne. Certification de l'Association des Camps du Québec et de l'Ontario et du programme Équi-Qualité.;Fully bilingual horseback riding centre located near Sainte-Clotilde, 30 km (18.5 mi.) from Montréal. A picturesque nature paradise on 350 acres. Summer camp available for young people. Spring and fall horseback riding weekends in residence. Certified by the Association des Camps du Québec, the Ontario Camps Association and the Équi-Qualité program.;0
853846;Y COUNTRY CAMP;Y COUNTRY CAMP;Ce camp de vacances estival accueille les enfants et se fait une fierté de leur offrir une expérience authentique de la culture juive dans une ambiance divertissante.;This children's summer resident camp is proud to offer a meaningful Jewish experience in a fun atmosphere.;0
853904;PARC DU DOMAINE VERT;PARC DU DOMAINE VERT;Hébergement pour familles, groupes scolaires et réunions d¿entreprises. L¿hiver : ski de fond, raquette, glissade, randonnée pédestre, patin. L¿été : vélo, pique-nique, petits jeux, hébertisme et baignade. Location de salles, d¿installations et d¿un chalet pour vos réunions et fêtes de famille. À proximité : D¿Arbre en Arbre (Mirabel). Réservation requise.;Accommodations for families, school groups and business meetings. Winter: cross-country skiing, snowshoeing, sliding, hiking, skating. Summer: biking, picnics, games, outdoor fitness and swimming. Available for rent: rooms, facilities and a cottage for meetings or family celebrations. Nearby: The D¿Arbre en Arbre treetop adventure course (Mirabel). Reservation required.;0
854119;BASE DE PLEIN AIR AIR-EAU-BOIS;BASE DE PLEIN AIR AIR-EAU-BOIS;Cette base de plein air a pour mission de favoriser la pratique d¿activités dans un milieu naturel par la formation et la prestation de services et de programmes de plein air. Les installations sont accessibles 12 mois par année aux abords du magnifique réservoir du Poisson Blanc.;This outdoor camp¿s mission is to facilitate activities in natural settings through education, as well as services and programs geared toward enjoying the great outdoors. Open year-round on the southern shores of the magnificent lac du Poisson Blanc.;0
854446;PLEIN AIR LANAUDIA;PLEIN AIR LANAUDIA;Centre ouvert à l¿année situé au lac des Baies, à Saint-Côme. Hébergement en auberge et chalets pour familles, groupes et classes nature. Chalets douillets de 4 à 53 places (literie disponible) avec foyer au bois. Animation, salle à manger, traiteur, salles pour événements, camping sauvage, activités intérieures et extérieures. Services sur mesure.  ;Year-round centre located on Lac des Baies in Saint-Côme. Inn and cottage accommodation and nature class program available for families and groups. Comfortable cottages for 4 to 53 guests (bedding available) with wood-burning fireplace. Entertainment, dining room, catering services, reception halls, wilderness camping, indoor and outdoor activities. Customized services.;0
854933;LA BASE DE PLEIN AIR SAINTE-ÉMÉLIE;LA BASE DE PLEIN AIR SAINTE-ÉMÉLIE;Base de plein air située dans Lanaudière, à Sainte-Émélie-de-l¿Énergie.;This outdoor centre is located in Sainte-Émélie-de-l¿Énergie, in the Lanaudière region.;0
855223;BASE DE PLEIN AIR MONT-TREMBLANT;BASE DE PLEIN AIR MONT-TREMBLANT;Base de plein air offrant depuis 1971 des vacances inoubliables aux enfants. La capacité d¿accueil de 140 campeurs permet d¿offrir une attention particulière à chacun. Le camp reçoit une clientèle internationale où l¿anglais, le français et l¿espagnol se côtoient quotidiennement. Service sur mesure pour classe nature et accueil de groupes.;Located in the heart of the Laurentides region, this camp has been offering children an unforgettable vacation since 1971. It accommodates 140 campers, which allows the team to give each child personal attention. The camp also welcomes an international clientele.;0
855312;DOMAINE DU LAC-BLEU;DOMAINE DU LAC-BLEU;Camp de vacances familial destiné aux familles à faibles et moyens revenus. Réduction offerte en fonction du revenu annuel.;Holiday camp for low- to middle-income families (discounts based on annual earnings).;0
855375;DOMAINE DES PRÉS D'OR;DOMAINE DES PRÉS D'OR;;;0
855423;BASE DE PLEIN AIR JEAN-JEUNE;BASE DE PLEIN AIR JEAN-JEUNE;Base de plein air offrant des séjours de vacances aux jeunes âgés de 7 à 17 ans, dans un univers rempli de personnages fabuleux. Programmation visant à développer l'autonomie, en offrant aux jeunes le choix d'activités. L'esprit d'équipe, d'entraide et d'initiative est à l'honneur. Accueil de groupes, de familles et d'associations.;Summer camp offering stays to children aged 7 to 17 years in a world filled with fabulous characters. The programming is aimed at developing young people's autonomy while offering them the choice of certain activities. The eldest focus on team spirit, mutual aid and a selection of excursions. Groups, families and associations welcome.;0
855491;CAMP QUATRE-SAISONS;CAMP QUATRE-SAISONS;Situé sur le bord du lac Caché, face au parc du Mont-Tremblant, ce centre de vacances propose un hébergement en tente de prospecteur aménagée, en chalet ou en maisonnette. Services d¿animation et de cafétéria offerts de mai à septembre. Activités : canot-camping, escalade, kayak, randonnée pédestre, baignade, sciences naturelles et plusieurs autres.;Located on the shores of Lac Caché, across from the Parc national du Mont-Tremblant, this summer camp offers lodging in prospector tents, cabins or cottages. Entertainment and cafeteria service offered from May to September. Activities include:  canoe-camping, mountain climbing, kayaking, hiking, swimming, natural sciences and much more.;0
855558;COLONIE STE-JEANNE-D'ARC;COLONIE STE-JEANNE-D'ARC;Colonie de vacances vous offrant un magnifique site pour vos réunions familiales ou d¿affaires. Possibilité de louer le pavillon Girouard, qui comprend 14 chambres (deux lits simples par chambre), ainsi qu¿une cuisine entièrement équipée, une salle à manger et un grand salon. Visite sur rendez-vous.;Summer camp offering a magnificent location for family gatherings or business meetings. Possibility of renting the Girouard pavilion, which includes 14 rooms (two twin beds per room), a fully equipped kitchen, dining room and large living room. Visit by appointment only.;0
855647;COLONIE DES GRÈVES DE CONTRECOEUR;COLONIE DES GRÈVES DE CONTRECOEUR;Centre de plein air situé à 45 minutes de Montréal et accueillant à l¿année les familles et les groupes en tous genres, afin de profiter du fleuve et de la nature. Hébergement en camp de vacances, camp familial, chalets, auberge et dortoir avec vue sur le fleuve. Location de salles pour réunions.;Rediscover a hundred-year-old legend! This holiday camp offers unforgettable vacations for families and children, with access to a host of activities, including a new science program. Splendid riverside setting in the heart of a majestic forest. Surprising discoveries await!;0
855732;BASE DE PLEIN AIR LES BOSQUETS;BASE DE PLEIN AIR LES BOSQUETS;;;0
855958;AUBERGE DE LA PLACE;AUBERGE DE LA PLACE;Complexe hôtelier situé au c¿ur de Saint-Sauveur. Vous y vivrez des moments agréables. Restaurants, boutiques, galeries d¿art, montagnes et sentiers, tout est accessible à pied. Chambres et suites accueillantes pour une détente et un séjour mémorable.;Come have a great time at this hotel complex, located in the heart of Saint-Sauveur. Features restaurants, boutiques, art galleries, mountains and trails, all within walking distance. Unwind and have a memorable stay in one of its many rooms and suites.;0
856206;SIVANANDA ASHRAM CAMP DE YOGA;SIVANANDA ASHRAM CAMP DE YOGA;"Pour citer Swami Vishnudevananda, ""La santé est la vraie richesse. La paix de l'esprit est source de bonheur. Le yoga montre le chemin"".";"To quote Swami Vishnudevananda, ""Health is wealth, peace of mind is happiness, yoga shows the way.""    ";0
856281;L'INTERVAL, COOPÉRATIVE DE SOLIDARITÉ DE PLEIN AIR;L'INTERVAL, COOPÉRATIVE DE SOLIDARITÉ DE PLEIN AIR;Base de plein air située dans un environnement unique près de Montréal. Lieu tout simplement magique! Hiver : hébergement à l¿auberge. Été : hébergement à l¿auberge, en chalet ou camping. Idéal pour vacances familiales, classes nature, week-ends entre adultes ou simplement pour profiter du lac Legault et des sentiers du mont Kaaïkop.;This outdoor facility is located in a magnificent natural setting close to Montréal. This centre is simply magical! In winter, stay in the inn. In summer, stay in the inn, a cottage or camp. Ideal for family vacations, nature classes, weekends among adults or simply taking advantage of Lac Legault and the spectacular trails of Mont Kaaïkop.;0
